0;100;100;100;100;100;100;100;100;100;100
1300;100;100;100;100;100;100;100;100;100;100
1301;100;100;100;100;100;100;100;100;100;100
1307;100;100;100;100;100;100;100;100;100;100
1313;100;100;100;100;100;100;100;100;100;100
1319;100;100;100;100;100;100;100;100;100;100
1325;100;100;100;100;100;100;100;100;100;100
1331;100;100;100;100;100;100;100;100;100;100
1337;100;100;100;100;100;100;100;100;100;100
1343;100;100;100;100;100;100;100;100;100;100
1349;100;100;100;100;100;100;100;100;100;100
1355;100;100;100;100;100;100;100;100;100;100
1401;100;100;100;100;100;100;100;100;100;100
1407;100;100;100;100;100;100;100;100;100;100
1413;100;100;100;100;100;100;100;100;100;100
1419;100;100;100;100;100;100;100;100;100;100
1425;100;100;100;100;100;100;100;100;100;100
1431;100;100;100;100;100;100;100;100;100;100
1437;100;100;100;100;100;100;100;100;100;100
1443;100;100;100;100;100;100;100;100;100;100
1449;100;100;100;100;100;100;100;100;100;100
1455;100;100;100;100;100;100;100;100;100;100
1501;100;100;100;100;100;100;100;100;100;100
1507;100;100;100;100;100;100;100;100;100;100
1513;100;100;100;100;100;100;100;100;100;100
1519;100;100;100;100;100;100;100;100;100;100
1525;100;100;100;100;100;100;100;100;100;100
1531;100;100;100;100;100;100;100;100;100;100
1537;99;99;100;100;100;100;100;100;100;100
1543;98;98;100;100;100;100;100;100;100;100
1549;96;97;99;100;100;100;100;100;100;100
1555;95;96;98;99;100;100;100;100;100;100
1601;94;95;97;99;100;100;100;100;100;100
1607;93;94;97;98;100;100;100;100;100;100
1613;92;93;96;97;100;100;100;100;100;100
1619;90;92;95;97;100;100;100;100;100;100
1625;89;91;94;96;100;100;100;100;100;100
1631;88;90;93;95;100;100;100;100;100;100
1637;87;89;92;94;100;100;100;100;100;100
1643;85;88;91;94;100;100;100;100;100;100
1649;84;87;91;93;100;100;100;100;100;100
1655;83;86;90;92;100;100;100;100;100;100
1701;82;85;89;92;99;100;100;100;100;100
1707;81;84;88;91;99;100;100;100;100;100
1713;79;83;87;90;98;100;100;100;100;100
1719;78;82;86;90;97;100;100;100;100;100
1725;77;81;86;89;96;99;100;100;100;100
1731;76;80;85;88;96;99;100;100;100;100
1737;75;79;84;88;95;98;99;100;100;100
1743;73;78;83;87;94;97;99;100;100;100
1749;72;77;82;86;94;97;98;100;100;100
1755;71;76;81;86;93;96;97;100;100;100
1801;70;75;80;85;92;96;97;100;100;100
1807;68;74;80;84;92;95;96;100;100;100
1813;67;73;79;83;91;94;96;100;100;100
1819;66;72;78;83;90;94;95;100;100;100
1825;65;71;77;82;89;93;94;100;100;100
1831;64;70;76;81;89;92;94;100;100;100
1837;62;69;75;81;88;92;93;100;100;100
1843;61;68;74;80;87;91;92;100;100;100
1849;60;67;74;79;87;90;92;100;100;100
1855;59;66;73;79;86;90;91;100;100;100
1901;58;65;72;78;85;89;91;99;100;100
1907;56;64;71;77;85;89;90;99;100;100
1913;55;63;70;77;84;88;89;98;100;100
1919;54;62;69;76;83;87;89;97;100;100
1925;53;61;69;75;82;87;88;96;100;100
1931;52;60;68;74;82;86;87;96;100;100
1937;50;59;67;74;81;85;87;95;100;100
1943;49;58;66;73;80;85;86;94;99;100
1949;48;57;65;72;80;84;86;93;98;100
1955;47;56;64;72;79;83;85;93;98;100
2001;45;55;63;71;78;83;84;92;97;99
2007;44;54;63;70;78;82;84;91;96;98
2013;43;53;62;70;77;82;83;90;95;98
2019;42;52;61;69;76;81;82;90;95;97
2025;41;51;60;68;75;80;82;89;94;96
2031;39;50;59;68;75;80;81;88;93;95
2037;38;49;58;67;74;79;81;87;92;94
2043;37;48;57;66;73;78;80;87;91;94
2049;36;47;57;66;73;78;79;86;91;93
2055;35;46;56;65;72;77;79;85;90;92
2101;33;45;55;64;71;77;78;84;89;91
2107;32;44;54;63;71;76;77;84;88;90
2113;31;43;53;63;70;75;77;83;87;90
2119;30;42;52;62;69;75;76;82;87;89
2125;28;41;51;61;68;74;76;81;86;88
2131;27;40;51;61;68;73;75;81;85;87
2137;26;39;50;60;67;73;74;80;84;86
2143;25;38;49;59;66;72;74;79;84;86
2149;24;37;48;59;66;71;73;79;83;85
2155;22;36;47;58;65;71;72;78;82;84
2201;21;35;46;57;64;70;72;77;81;83
2207;20;34;46;57;64;70;71;76;80;82
2213;19;33;45;56;63;69;71;76;80;82
2219;18;32;44;55;62;68;70;75;79;81
2225;16;31;43;54;61;68;69;74;78;80
2231;15;30;42;54;61;67;69;73;77;79
2237;14;29;41;53;60;66;68;73;76;78
2243;13;28;40;52;59;66;67;72;76;78
2249;12;27;40;52;59;65;67;71;75;77
2255;10;26;39;51;58;64;66;70;74;76
2301;9;25;38;50;57;64;66;70;73;75
2307;8;24;37;49;56;63;65;69;73;74
2313;7;23;36;49;56;63;64;68;72;74
2319;5;22;35;48;55;62;64;67;71;73
2325;4;21;34;48;54;61;63;67;70;72
2331;3;20;34;47;54;61;62;66;69;71
2337;2;19;33;46;53;60;62;65;69;70
2343;1;18;32;46;52;59;61;64;68;70
2349;0;17;31;45;52;59;61;64;67;69
2355;0;16;30;44;51;58;60;63;66;68
2401;0;15;29;43;50;57;59;62;65;67
2407;0;14;29;43;49;57;59;61;65;66
2413;0;13;28;42;49;56;58;61;64;66
2419;0;12;27;41;48;56;57;60;63;65
2425;0;11;26;41;47;55;57;59;62;64
2431;0;10;25;40;47;54;56;59;62;63
2437;0;9;24;39;46;54;56;58;61;62
2443;0;8;23;39;45;53;55;57;60;62
2449;0;7;23;38;45;52;54;56;59;61
2455;0;6;22;37;44;52;54;56;58;60
