0;0;0;0;0;0;0;0;0;0;0
5;36;43;45;47;48;49;52;53;54;56
6;37;45;47;48;50;50;53;55;56;58
7;39;46;48;49;51;52;55;56;58;60
8;41;48;49;49;53;54;57;58;60;62
9;43;49;49;50;54;55;58;60;62;64
10;44;49;50;52;56;57;60;62;64;67
11;46;50;52;54;57;58;62;64;66;69
12;48;52;54;56;59;60;63;65;68;71
13;50;54;55;58;60;62;65;67;70;73
14;51;56;56;59;61;63;67;69;72;76
15;53;57;58;60;63;65;68;71;74;78
16;55;59;59;61;64;66;70;73;76;80
17;57;60;60;63;66;68;72;75;78;82
18;58;61;61;64;67;70;73;76;80;84
19;60;63;62;65;69;71;75;78;82;87
20;62;64;64;67;70;73;77;80;84;89
21;63;66;65;68;72;74;78;82;86;91
22;65;67;66;69;73;76;80;84;88;93
23;67;68;67;71;75;78;82;85;90;96
24;69;70;68;72;76;79;83;87;92;98
25;70;71;70;73;78;81;85;89;94;100
26;72;72;71;75;79;82;87;91;96;100
27;74;74;72;76;81;84;88;93;98;100
28;76;75;73;77;82;86;90;95;100;100
29;77;77;75;79;84;87;92;96;100;100
30;79;78;76;80;85;89;93;98;100;100
31;81;79;77;81;87;90;95;100;100;100
32;83;81;78;83;88;92;97;100;100;100
33;84;82;79;84;90;94;98;100;100;100
34;86;83;81;85;91;95;100;100;100;100
35;88;85;82;87;93;97;100;100;100;100
36;90;86;83;88;94;98;100;100;100;100
37;91;88;84;89;96;100;100;100;100;100
38;93;89;85;91;97;100;100;100;100;100
39;95;90;87;92;99;100;100;100;100;100
40;97;92;88;93;100;100;100;100;100;100
41;98;93;89;95;100;100;100;100;100;100
42;100;94;90;96;100;100;100;100;100;100
43;100;96;92;97;100;100;100;100;100;100
44;100;97;93;99;100;100;100;100;100;100
45;100;99;94;100;100;100;100;100;100;100
46;100;100;95;100;100;100;100;100;100;100
47;100;100;96;100;100;100;100;100;100;100
48;100;100;98;100;100;100;100;100;100;100
49;100;100;99;100;100;100;100;100;100;100
50;100;100;100;100;100;100;100;100;100;100
