0;0;0;0;0;0;0;0;0;0;0
5;9;20;24;28;30;32;36;43;45;47
6;10;21;25;29;31;33;38;44;46;48
7;12;22;26;30;32;34;39;46;47;49
8;13;23;27;31;33;36;40;47;49;51
9;14;25;28;32;34;37;41;48;50;52
10;16;26;29;33;35;38;42;49;51;53
11;17;27;31;34;36;39;44;50;52;54
12;19;28;32;35;37;40;45;51;53;55
13;20;29;33;36;38;41;46;52;54;56
14;21;30;34;37;39;42;47;53;55;58
15;23;31;35;38;41;43;48;54;57;59
16;24;33;36;39;42;44;49;56;58;60
17;26;34;37;41;43;46;51;57;59;61
18;27;35;38;42;44;47;52;58;60;62
19;28;36;39;43;45;48;53;59;61;64
20;30;37;40;44;46;49;54;60;62;65
21;31;38;41;45;47;50;55;61;63;66
22;32;39;42;46;48;51;56;62;65;67
23;34;41;43;47;49;52;58;63;66;68
24;35;42;44;48;50;53;59;64;67;69
25;37;43;45;49;51;54;60;66;68;71
26;38;44;46;50;52;56;61;67;69;72
27;39;45;47;51;53;57;62;68;70;73
28;41;46;48;52;54;58;64;69;71;74
29;42;47;49;53;55;59;65;70;73;75
30;43;49;50;54;56;60;66;71;74;76
31;45;50;52;55;57;61;67;72;75;78
32;46;51;53;56;58;62;68;73;76;79
33;48;52;54;57;59;63;69;74;77;80
34;49;53;55;58;60;64;71;76;78;81
35;50;54;56;59;61;66;72;77;79;82
36;52;55;57;60;62;67;73;78;81;84
37;53;57;58;61;63;68;74;79;82;85
38;54;58;59;62;64;69;75;80;83;86
39;56;59;60;63;65;70;76;81;84;87
40;57;60;61;64;66;71;78;82;85;88
41;59;61;62;65;67;72;79;83;86;89
42;60;62;63;66;68;73;80;84;87;91
43;61;63;64;67;69;74;81;86;89;92
44;63;65;65;68;70;76;82;87;90;93
45;64;66;66;69;71;77;84;88;91;94
46;66;67;67;70;72;78;85;89;92;95
47;67;68;68;71;73;79;86;90;93;96
48;68;69;69;72;74;80;87;91;94;98
49;70;70;71;73;75;81;88;92;95;99
50;71;71;72;74;76;82;89;93;97;100
51;72;73;73;75;77;83;91;94;98;100
52;74;74;74;76;78;84;92;96;99;100
53;75;75;75;77;79;86;93;97;100;100
54;77;76;76;78;81;87;94;98;100;100
55;78;77;77;79;82;88;95;99;100;100
56;79;78;78;81;83;89;96;100;100;100
57;81;79;79;82;84;90;98;100;100;100
58;82;81;80;83;85;91;99;100;100;100
59;83;82;81;84;86;92;100;100;100;100
60;85;83;82;85;87;93;100;100;100;100
61;86;84;83;86;88;94;100;100;100;100
62;88;85;84;87;89;96;100;100;100;100
63;89;86;85;88;90;97;100;100;100;100
64;90;87;86;89;91;98;100;100;100;100
65;92;89;87;90;92;99;100;100;100;100
66;93;90;88;91;93;100;100;100;100;100
67;94;91;89;92;94;100;100;100;100;100
68;96;92;91;93;95;100;100;100;100;100
69;97;93;92;94;96;100;100;100;100;100
70;99;94;93;95;97;100;100;100;100;100
71;100;95;94;96;98;100;100;100;100;100
72;100;97;95;97;99;100;100;100;100;100
73;100;98;96;98;100;100;100;100;100;100
74;100;99;97;99;100;100;100;100;100;100
75;100;100;98;100;100;100;100;100;100;100
76;100;100;99;100;100;100;100;100;100;100
77;100;100;100;100;100;100;100;100;100;100
